match_id,radiant_two_ge4,dire_two_ge4,radiant_win,dire_win
8455345003,0,0,0,1
8455011472,1,0,0,1
8455280594,0,0,1,0
8454923023,0,0,0,1
8455209075,0,0,1,0
8454963329,0,0,0,1
8454957256,0,0,0,1
8454990664,0,0,1,0
8455034500,0,0,1,0
8454886695,0,0,1,0
8455003931,1,0,0,1
8455016234,0,0,1,0
8454891282,1,0,1,0
8454870115,0,0,1,0
8455088585,0,0,0,1
8454920015,0,0,0,1
8455271140,0,0,1,0
8454846353,0,0,0,1
8455187778,0,0,0,1
8454861449,0,1,0,1
8454818908,0,0,0,1
8454871257,0,0,0,1
8454800727,0,0,1,0
8454846103,0,0,1,0
8454824296,0,0,1,0
8454789807,0,0,0,1
8454825079,0,0,0,1
8454842062,0,0,0,1
8454774021,0,0,0,1
8454761773,0,0,1,0
8454787414,0,0,1,0
8454894598,0,0,1,0
8454827051,0,0,0,1
8454768954,0,0,1,0
8454817760,0,0,0,1
8454698918,0,0,1,0
8454795959,0,1,0,1
8454597199,0,0,0,1
8454676402,0,0,1,0
8454631148,0,0,0,1
8454728174,0,0,0,1
8454468502,0,0,1,0
8454542453,0,0,1,0
8454463499,0,0,1,0
8454414033,0,0,0,1
8454454036,0,0,1,0
8454574875,0,0,0,1
8454380721,0,0,0,1
8454488595,0,0,0,1
8454311612,0,1,0,1
8454404879,0,0,0,1
8454529480,0,0,0,1
8454650062,0,0,1,0
8454354425,0,1,0,1
8454370318,1,0,1,0
8454432811,0,0,1,0
8454506176,0,0,1,0
8454300884,0,0,1,0
8454493950,0,0,0,1
8454300185,0,0,0,1
8454268113,0,0,0,1
8454292117,0,0,1,0
8454178266,0,0,0,1
8454193674,0,0,1,0
8454136993,0,1,0,1
8454187224,0,0,1,0
8454288635,0,0,0,1
8454044005,0,0,0,1
8454261248,0,0,0,1
8454092552,1,0,1,0
8454161906,0,0,0,1
8454053744,0,0,0,1
8454283625,0,0,1,0
8454156233,0,0,1,0
8454142538,0,0,1,0
8453677760,0,0,0,1
8453948578,0,0,1,0
8453765160,0,0,1,0
8453739260,0,0,0,1
8453909824,0,0,0,1
8454016243,0,0,0,1
8453987249,0,0,1,0
8453857971,0,0,0,1
8453809455,0,0,1,0
8454019365,0,0,1,0
8453751066,0,0,0,1
8453926145,0,0,1,0
8453857921,0,0,0,1
8453844230,0,0,1,0
8453647124,1,0,1,0
8453792507,0,0,1,0
8453621466,1,0,0,1
8453606121,0,0,0,1
8453567114,0,0,0,1
8453641751,0,0,1,0
8453566863,1,0,1,0
8453498622,0,1,1,0
8453496367,0,0,0,1
8453727131,0,0,0,1
8453510811,0,0,1,0
8453533922,0,0,1,0
8453468675,0,0,1,0
8453453704,0,0,1,0
8453424326,0,0,1,0
8453533844,0,0,1,0
8453583681,0,0,0,1
8453603014,0,0,0,1
8453408459,0,0,0,1
8453384222,0,0,0,1
8453474591,0,0,0,1
8453454850,0,1,0,1
8453479198,0,0,1,0
8453412029,0,0,0,1
8453440693,0,0,0,1
8453439034,0,0,0,1
8453467486,0,0,1,0
8453370070,0,0,1,0
8453352570,0,0,1,0
8453378541,0,0,1,0
8453399350,0,0,0,1
8453426677,0,0,1,0
8453410038,0,0,0,1
8453385335,0,0,1,0
8453219571,0,0,1,0
8453198044,0,0,0,1
8453352281,1,0,1,0
8453261717,0,0,0,1
8453361019,0,0,1,0
8453096608,0,0,1,0
8453188691,0,0,0,1
8453063618,0,0,1,0
8453111768,0,1,1,0
8452998997,0,0,1,0
8453152145,0,0,0,1
8453076560,0,0,1,0
8453324330,0,0,1,0
8452945117,0,0,1,0
8452969313,0,0,0,1
8453052915,0,0,0,1
8453122935,0,1,0,1
8452904768,0,0,1,0
8452934592,0,0,1,0
8453128705,0,0,1,0
8452922476,0,1,0,1
8452993424,0,0,0,1
8452897790,0,0,1,0
8452843088,0,0,0,1
8452834419,0,1,1,0
8452816984,0,0,1,0
8452861912,0,0,0,1
8452930480,0,0,1,0
8453052916,0,0,1,0
8452773291,1,0,1,0
8452730767,0,0,0,1
8452803425,0,0,1,0
8452722020,0,0,1,0
8452735981,0,0,0,1
8452812504,0,0,1,0
8452676681,0,0,1,0
8452822330,1,0,0,1
8452698751,0,0,0,1
8452756741,0,0,0,1
8452676248,0,0,1,0
8452774264,1,0,0,1
8452651708,0,0,0,1
8452899872,0,0,0,1
8452982886,0,0,0,1
8452560675,0,0,1,0
8452597022,0,0,0,1
8452652538,0,0,0,1
8452534533,0,0,1,0
8452508594,0,0,0,1
8452556294,1,0,1,0
8452338521,1,0,0,1
8452330587,0,0,0,1
8452212513,0,0,1,0
8452380662,0,1,1,0
8452194688,0,0,1,0
8452167489,0,0,0,1
8452298454,0,0,1,0
8452429987,0,0,0,1
8452440129,0,0,1,0
8452471494,0,0,1,0
8452447729,0,0,1,0
8452128538,0,0,0,1
8452159978,0,0,0,1
8452065110,0,0,0,1
8452174915,1,0,0,1
8452044952,0,0,1,0
8452028952,0,0,0,1
8452036238,0,0,0,1
8452005665,0,0,0,1
8452036436,1,0,1,0
8452138629,1,0,0,1
8452064908,0,0,0,1
8452008271,0,0,0,1
8452070374,0,0,1,0
8452101893,0,0,0,1
8452047772,0,0,1,0
8452078080,0,0,0,1
8451996027,0,0,1,0
8451963901,0,0,0,1
8451986820,0,0,0,1
8452008363,0,0,1,0
8451981790,0,0,0,1
8451871457,0,0,1,0
8451847560,0,0,1,0
8451823088,0,0,0,1
8451741950,0,0,0,1
8451676031,0,0,1,0
8451773368,0,0,0,1
8451711105,0,0,1,0
8451907813,0,0,1,0
8451946470,0,1,1,0
8451949844,0,1,1,0
8451994315,1,0,1,0
8451636748,0,0,0,1
8451554429,0,0,0,1
8451618383,1,0,1,0
8451467455,1,0,1,0
8451547891,0,0,0,1
8451452520,0,0,0,1
8451461381,1,0,0,1
8451451286,0,0,0,1
8451448982,0,0,1,0
8451398063,1,0,0,1
8451411080,0,0,0,1
8451396825,0,0,1,0
8451671758,0,0,0,1
8451366350,0,0,1,0
8451954606,0,1,0,1
8451344435,0,0,1,0
8451331921,0,1,0,1
8451209683,0,0,1,0
8451321728,0,1,0,1
8451324157,0,0,1,0
8451229069,0,0,1,0
8451231415,0,0,1,0
8451198752,0,0,1,0
8451116718,0,0,0,1
8451094300,0,1,0,1
8451298176,0,1,1,0
8451111209,0,0,1,0
8451101995,1,0,0,1
8451320602,0,0,1,0
8451163837,1,0,1,0
8451025295,0,0,1,0
8451015743,0,0,1,0
8450981712,0,0,1,0
8450924947,0,0,1,0
8450954095,0,0,1,0
8450915612,0,0,1,0
8450911746,0,0,0,1
8450901346,0,0,1,0
8450912436,0,0,0,1
8450910949,0,0,1,0
8451097816,0,1,0,1
8450814441,0,0,0,1
8450847841,0,0,0,1
8450582331,0,1,0,1
8450892039,1,0,0,1
8450803240,1,0,1,0
8450704227,1,0,1,0
8450579713,0,0,0,1
8450801018,0,0,1,0
8450663093,0,0,1,0
8450578598,0,0,0,1
8450554871,0,0,1,0
8450513426,0,0,1,0
8450738332,0,0,0,1
8450645781,0,0,1,0
8450607330,0,0,1,0
8450369619,0,0,0,1
8450441585,0,0,1,0
8450517644,0,0,0,1
8450861615,0,0,1,0
8450028444,0,0,0,1
8450402702,0,0,0,1
8450430512,0,0,1,0
8450395726,0,0,1,0
8450427385,0,0,0,1
8450509486,0,0,0,1
8450433043,0,0,1,0
8450748123,0,0,1,0
8450314889,0,1,1,0
8450470328,0,0,0,1
8450127047,0,0,0,1
8449938910,0,0,1,0
8449659706,0,0,1,0
8449789895,0,0,1,0
8449657829,0,0,0,1
8449620911,0,0,0,1
8450340386,0,0,0,1
8449738322,0,0,1,0
8450366925,0,0,1,0
8449596871,0,0,0,1
8449813001,0,0,1,0
8449730523,0,0,1,0
8449478853,0,1,1,0
8449876975,0,0,0,1
8449812647,0,0,0,1
8449540364,0,0,1,0
8449584307,0,0,0,1
8449625856,0,0,0,1
8449389668,1,0,0,1
8449465357,0,0,0,1
8449364249,0,1,1,0
8449735230,0,0,0,1
8449367944,0,1,0,1
8449477805,0,1,0,1
8449266258,0,0,1,0
8449315458,0,0,0,1
8449439755,0,0,1,0
8449301275,0,0,0,1
8449168759,0,0,1,0
8449430943,0,0,1,0
8449186733,0,0,0,1
8449325870,1,0,0,1
8449373051,0,0,0,1
8449132115,0,0,0,1
8449300105,0,0,1,0
8449171637,0,0,0,1
8449193513,0,0,0,1
8449262405,0,0,0,1
8449122368,0,0,1,0
8449069267,0,0,0,1
8449262800,1,0,1,0
8449094777,0,0,0,1
8449141916,0,0,1,0
8449052641,1,0,0,1
8449030528,0,0,0,1
8448969391,0,0,0,1
8449008334,0,0,1,0
8449036139,0,0,0,1
8449114098,0,1,1,0
8448961997,0,0,0,1
8448961876,0,0,0,1
8449005940,0,0,1,0
8448882975,0,0,0,1
8449042316,0,0,0,1
8448841699,0,0,1,0
8449034111,0,0,1,0
8448948671,0,0,1,0
8448910312,0,1,0,1
8448610244,0,0,0,1
8448655769,0,0,1,0
8448961898,0,0,0,1
8448771155,1,0,0,1
8448961923,0,0,1,0
8448633592,0,0,1,0
8448798273,0,0,1,0
8448830778,0,0,1,0
8448563449,0,0,0,1
8448539219,0,0,1,0
8448361167,0,0,0,1
8448435094,1,0,1,0
8448380254,0,0,0,1
8448452807,0,0,1,0
8448290176,0,0,0,1
8448416902,0,0,0,1
8448254315,0,0,1,0
8448309349,1,0,0,1
8448410310,0,0,0,1
8448503738,0,0,1,0
8448225319,0,0,0,1
8448192601,0,0,0,1
8448290097,0,0,0,1
8448188217,0,1,0,1
8448189915,0,0,1,0
8448253039,0,0,1,0
8448176680,0,0,0,1
8448323081,0,0,0,1
8448140804,0,0,0,1
8448116780,0,0,1,0
8448174430,0,0,1,0
8448101385,0,0,1,0
8448091575,0,0,1,0
8448084548,0,0,1,0
8448298408,0,0,1,0
8448094920,0,0,0,1
8448038524,0,0,0,1
8448175133,0,0,1,0
8448171963,0,0,1,0
8448050385,0,0,1,0
8447945953,0,0,1,0
8447908059,0,0,0,1
8448069484,0,0,1,0
8447882531,0,0,1,0
8447914552,0,0,0,1
8448009049,0,0,1,0
8448065621,0,0,0,1
8447798732,0,0,1,0
8447807379,0,0,0,1
8447791651,0,0,1,0
8447735662,0,0,1,0
8447751542,0,0,1,0
8447963345,0,0,1,0
8447726611,0,0,0,1
8447830569,0,0,0,1
8447715678,0,0,0,1
8447804654,0,0,0,1
8447870954,0,0,0,1
8447645427,0,0,1,0
8447793447,0,0,0,1
8447636008,0,0,0,1
8447716300,0,0,0,1
8447703577,0,1,1,0
8447689339,0,0,0,1
8447659831,0,0,1,0
8447616447,0,0,0,1
8447681822,0,1,0,1
8447659966,0,0,0,1
8447613945,0,0,0,1
8447590227,0,0,0,1
8447594081,1,0,0,1
8447604181,0,0,1,0
8447683279,0,0,1,0
8447552094,0,0,0,1
8447555480,0,0,0,1
8447554337,1,0,0,1
8447634321,0,0,1,0
8447511875,0,0,0,1
8447600831,0,0,1,0
8447551133,0,0,0,1
8447555180,1,0,0,1
8447521281,0,1,0,1
8447508105,0,0,1,0
8447580758,0,0,1,0
8447597731,0,0,0,1
8447609370,0,0,0,1
8447554972,0,0,0,1
8447532603,0,0,1,0
8447458950,0,0,1,0
8447512901,0,0,0,1
8447494438,0,0,1,0
8447468142,0,0,1,0
8447436140,0,1,1,0
8447449134,0,0,0,1
8447463666,0,0,1,0
8447484291,0,0,0,1
8447443452,0,1,1,0
8447324744,0,1,1,0
8447245515,0,0,0,1
8447347101,0,0,1,0
8447158912,0,0,0,1
8447419502,0,0,1,0
8447103373,0,0,0,1
8447270452,0,0,1,0
8447128837,0,1,1,0
8447408546,0,0,0,1
8447156285,0,0,0,1
8447415328,0,0,0,1
8447222793,0,0,1,0
8447122861,0,0,1,0
8447227512,0,0,1,0
8447072981,0,0,0,1
8447077887,1,0,0,1
8447045854,0,0,0,1
8447305292,0,0,1,0
8447036320,0,0,1,0
8446986878,0,0,1,0
8447287767,0,0,0,1
8447094635,0,0,0,1
8447032081,1,0,0,1
8447025936,0,0,0,1
8446960967,0,0,1,0
8447014435,0,0,0,1
8447091083,0,0,1,0
8447018105,0,0,1,0
8446940246,0,0,1,0
8446994269,0,0,1,0
8446906376,0,0,1,0
8446928498,0,0,1,0
8446959846,0,0,0,1
8446930160,0,0,0,1
8446980283,0,0,0,1
8446877539,0,0,0,1
8446865588,0,0,0,1
8446944434,0,0,0,1
8446946642,0,0,1,0
8446891761,0,0,1,0
8446829976,0,0,1,0
8446815376,0,0,1,0
8446857575,0,0,0,1
8446788561,0,0,1,0
8446950240,0,0,1,0
8446861219,1,0,0,1
8446825058,0,0,0,1
8446859471,0,0,1,0
8446809011,0,0,0,1
8446776806,0,0,1,0
8446702496,0,0,1,0
8446843512,0,0,1,0
8446796205,0,0,1,0
8446904184,0,0,1,0
8446701343,0,0,0,1
8446723086,0,0,1,0
8446815747,0,0,0,1
8446737464,0,0,1,0
8446591860,1,0,1,0
8446644944,0,0,0,1
8446631759,0,0,1,0
8446563898,0,0,1,0
8446611170,0,0,1,0
8446591754,0,0,0,1
8446649915,0,0,0,1
8446694029,0,0,0,1
8446587536,0,0,1,0
8446554984,0,0,1,0
8446547337,0,0,1,0
8446507420,0,0,1,0
8446581353,1,0,1,0
8446677650,0,0,1,0
8446503247,0,0,0,1
8446490976,0,0,1,0
8446450509,0,0,0,1
8446467251,0,0,0,1
8446428809,0,0,0,1
8446480528,0,0,0,1
8446415005,0,0,0,1
8446519006,0,0,0,1
8446405148,0,0,0,1
8446377697,0,0,0,1
8446421206,0,0,0,1
8446350616,0,0,1,0
8446346874,0,0,0,1
8446360289,0,0,0,1
8446357694,1,0,0,1
8446366051,0,0,1,0
8446402379,0,0,0,1
8446486254,0,1,0,1
8446364519,0,0,1,0
8446332464,0,0,1,0
8446419657,0,0,1,0
8446329766,0,0,0,1
8446388563,0,0,1,0
8446403094,1,0,1,0
8446311513,1,0,1,0
8446290764,0,0,1,0
8446250293,0,0,1,0
8446235575,0,0,1,0
8446245962,0,0,1,0
8446305869,0,0,1,0
8446312823,1,0,0,1
8446317756,0,1,1,0
8446267649,0,0,1,0
8446255406,0,0,0,1
8446311496,0,1,1,0
8446305770,0,0,0,1
8446280382,0,0,1,0
8446244218,0,0,0,1
8446219680,0,0,0,1
8446311725,0,0,0,1
8446206638,0,1,0,1
8446203202,0,0,0,1
8446216457,0,0,0,1
8446103289,0,0,1,0
8446182427,0,0,1,0
8446013613,0,0,1,0
8446186358,0,0,0,1
8446026416,0,1,0,1
8446177824,0,0,1,0
8446078946,1,0,0,1
8445991210,0,1,1,0
8446210509,0,0,1,0
8445991479,0,0,0,1
8446050491,0,0,1,0
8446031096,0,0,1,0
8445904476,0,0,0,1
8445931700,0,0,0,1
8445872523,0,0,0,1
8445947934,0,0,1,0
8445887686,0,0,1,0
8445814222,0,0,0,1
8445807952,0,0,1,0
8445853269,0,0,1,0
8445807601,0,0,1,0
8445799580,0,0,0,1
8445776463,0,0,0,1
8445720244,0,0,1,0
8445897561,0,0,0,1
8445747510,0,0,0,1
8445741333,0,1,0,1
8445935831,0,0,0,1
8445755484,0,0,1,0
8445788561,0,0,1,0
8445698671,0,0,0,1
8445655497,0,0,1,0
8445667826,0,0,1,0
8445716109,0,0,0,1
8445650769,0,0,0,1
8445640989,1,0,0,1
8445698871,1,0,1,0
8445633309,0,0,1,0
8445799943,0,0,1,0
8445708959,0,0,1,0
8445682841,0,0,1,0
8445727235,1,0,0,1
8445719931,0,1,1,0
8445595443,0,0,1,0
8445850494,0,0,0,1
8445566051,0,0,0,1
8445607116,0,0,1,0
8445598132,0,0,1,0
8445483597,0,1,1,0
8445376422,0,0,0,1
8445459049,0,0,1,0
8445326995,0,0,0,1
8445314257,0,0,0,1
8445321322,0,0,0,1
8445215380,0,0,0,1
8445353334,0,0,0,1
8445514698,0,0,1,0
8445457895,0,0,0,1
8445511512,0,0,1,0
8445577447,0,0,0,1
8445277366,1,0,1,0
8445408452,0,0,0,1
8445170004,0,0,1,0
8445207510,1,0,0,1
8445273113,0,0,0,1
8445176374,0,0,0,1
8445154539,0,0,1,0
8445121390,0,0,1,0
8445106734,0,0,1,0
8445127993,0,0,1,0
8445166872,0,0,0,1
8445381130,0,0,0,1
8445090814,0,0,0,1
8445092641,0,0,0,1
8445434047,0,0,1,0
8445009414,0,0,0,1
8445017814,1,0,1,0
8445061623,0,1,0,1
8445059518,0,1,1,0
8445034950,0,0,0,1
8444989082,0,0,1,0
8445067816,0,0,1,0
8444984885,0,0,0,1
8444973369,0,0,0,1
8444982093,0,0,0,1
8445028765,0,0,1,0
8445012202,0,0,0,1
8444966206,0,0,0,1
8445039690,0,0,1,0
8444946991,1,0,1,0
8444989630,0,0,1,0
8444968514,0,0,1,0
8445058583,0,0,0,1
8444937770,0,0,1,0
8445009771,0,0,0,1
8445006552,0,0,1,0
8444923961,0,0,0,1
8444834826,0,0,1,0
8444875744,0,0,1,0
8444858278,0,0,1,0
8444752883,0,0,1,0
8444941307,0,0,0,1
8444742449,0,0,0,1
8444798448,0,0,1,0
8444935486,0,0,1,0
8444963408,0,0,0,1
8444708069,0,0,1,0
8444690001,0,0,0,1
8444662020,0,0,1,0
8444899992,0,0,1,0
8444610393,0,1,0,1
8444816861,0,0,1,0
8444722908,0,0,1,0
8444591962,1,0,1,0
8444599796,0,0,0,1
8444581678,0,0,0,1
8444576556,0,0,1,0
8444653961,0,0,0,1
8444627675,0,0,1,0
8444633314,0,0,0,1
8444519983,1,0,0,1
8444521032,0,0,0,1
8444512811,0,0,0,1
8444601224,0,0,0,1
8444508681,0,0,0,1
8444505593,0,0,0,1
8444525061,0,0,1,0
8444519217,0,0,0,1
8444569340,0,0,0,1
8444547542,0,0,0,1
8444522065,0,0,1,0
8444518136,0,0,0,1
8444497802,0,0,1,0
8444516031,0,0,1,0
8444442096,1,0,0,1
8444456459,0,0,0,1
8444406630,0,0,0,1
8444342288,1,0,0,1
8444440551,0,0,0,1
8444445130,0,0,1,0
8444415906,0,0,0,1
8444438329,0,0,1,0
8444497895,0,0,0,1
8444314313,0,0,0,1
8444404974,0,0,0,1
8444284569,0,0,1,0
8444293715,0,0,0,1
8444351394,0,1,0,1
8444219520,0,1,1,0
8444235348,0,0,0,1
8444195103,0,1,1,0
8444159395,0,0,1,0
8444336445,1,0,0,1
8444176521,0,0,1,0
8444221702,0,0,0,1
8444289095,0,0,1,0
8444191301,1,0,1,0
8444512763,0,0,0,1
8444125344,0,0,1,0
8444065850,0,0,1,0
8444103704,0,0,0,1
8444100536,0,0,0,1
8444239689,0,0,1,0
8444060019,1,0,1,0
8444143267,0,0,0,1
8444040509,0,0,1,0
8444023935,0,0,0,1
8444111502,0,0,1,0
8443979469,0,0,1,0
8444012162,0,0,0,1
8443974024,0,0,0,1
8443891562,0,0,1,0
8443968897,0,0,1,0
8443893469,0,0,0,1
8443838147,0,0,1,0
8443805386,0,0,1,0
8443800168,0,1,0,1
8443924430,0,0,0,1
8443825926,0,0,0,1
8443827066,0,0,1,0
8443780720,1,0,1,0
8443915418,0,0,1,0
8443965905,0,0,0,1
8443824632,0,0,1,0
8443934559,0,0,1,0
8443919050,0,0,0,1
8443899707,0,0,1,0
8443772909,0,0,0,1
8443734601,0,0,1,0
8443782266,0,0,1,0
8443741713,0,0,1,0
8443690737,0,0,0,1
8443794727,1,0,0,1
8443758463,1,0,1,0
8443734872,1,0,1,0
8443705659,0,0,1,0
8443690424,0,1,0,1
8443745922,0,0,1,0
8443772187,0,0,0,1
8443715201,0,0,1,0
8443712009,0,0,0,1
8443669541,0,0,0,1
8443667522,0,0,0,1
8443544587,0,0,1,0
8443523565,0,0,0,1
8443665473,0,0,0,1
8443691799,0,0,0,1
8443727752,0,0,0,1
8443565429,0,0,1,0
8443413066,0,0,1,0
8443447453,0,0,0,1
8443475915,0,0,1,0
8443414022,0,0,1,0
8443334410,0,0,1,0
8443323423,1,0,0,1
8443291836,1,0,0,1
8443162308,0,0,1,0
8443585418,0,0,0,1
8443230923,0,0,1,0
8443294460,0,0,0,1
8443155753,0,0,0,1
8443188959,0,0,1,0
8443375308,0,0,1,0
8443126224,0,0,1,0
8443264849,0,0,0,1
8443052215,0,0,0,1
8443235861,1,0,1,0
8443284352,0,0,0,1
8442856739,0,1,1,0
8442976540,0,0,1,0
8443080869,0,0,1,0
8442896461,0,0,1,0
8443256906,0,0,1,0
8443084447,0,0,0,1
8442829009,0,0,0,1
8442824423,0,0,1,0
8442832187,0,0,0,1
8442765529,0,0,1,0
8442717652,0,0,1,0
8443035049,0,0,0,1
8442792184,0,0,0,1
8442725292,0,0,1,0
8442705513,0,0,1,0
8442587632,0,0,1,0
8442618358,0,0,1,0
8442586322,0,0,0,1
8442558963,0,0,0,1
8442532808,0,0,0,1
8442794602,0,0,0,1
8442649608,0,0,0,1
8442715710,0,0,0,1
8442524903,0,0,0,1
8442566857,1,0,0,1
8442461911,1,0,0,1
8442489319,0,0,1,0
8442465828,0,0,0,1
8442519140,0,0,1,0
8442383650,0,0,0,1
8442381377,0,0,0,1
8442461099,0,0,0,1
8442362792,0,0,1,0
8442387453,0,0,1,0
8442385311,0,0,1,0
8442381416,0,0,0,1
8442408480,0,0,0,1
8442407614,0,1,1,0
8442434707,0,0,0,1
8442360020,0,0,1,0
8442410398,0,0,1,0
8442420781,1,0,1,0
8442435495,0,0,1,0
8442337350,1,0,1,0
8442433680,0,0,0,1
8442420396,1,0,1,0
8442358323,0,0,0,1
8442283406,0,0,0,1
8442461446,0,0,0,1
8442220958,0,0,1,0
8442335752,0,0,1,0
8442343970,1,0,1,0
8442335286,0,0,1,0
8442087767,0,0,0,1
8441966910,0,0,1,0
8442056090,0,0,1,0
8442150492,0,0,1,0
8442091039,0,0,0,1
8441918629,0,0,0,1
8441905260,0,0,0,1
8442262809,0,0,1,0
8442120887,0,1,1,0
8442201486,0,0,1,0
8441828917,0,0,0,1
8442018136,0,0,0,1
8441622408,0,0,0,1
8441634439,0,0,0,1
8442041317,0,1,1,0
8442179353,1,0,1,0
8441677990,0,0,0,1
8441534267,0,0,1,0
8441949078,0,0,0,1
8441524396,0,0,1,0
8441872396,0,0,1,0
8441867449,0,0,0,1
8441749867,0,1,1,0
8441483742,0,0,1,0
8441782272,0,1,1,0
8441784925,0,0,1,0
8441871810,0,0,1,0
8441430405,0,0,0,1
8441386974,0,0,0,1
8441595826,0,0,1,0
8441333127,0,1,1,0
